"Station
Code","Name of the monitoring location","State","Temperature
(°C)","Dissolved
Oxygen
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5599","River Gadadhar At Golkganj Bridge","ASSAM","16","29","5.2","6.5","7.0","7.3","116","138","1.9","2.5","0.60","2.00","620","1400","940","2100","210","460"
"5600","River Namdang near bridge at hati patty geleky","ASSAM","19","32","5.5","7.7","6.5","6.9","110","194","1.8","2.3","0.80","1.40","260","360","700","910","110","140"
"5601","River Namdang At Kalugaon","ASSAM","19","32","5.0","7.8","6.5","6.9","104","167","1.8","2.4","0.70","1.30","300","360","730","910","110","140"
"5602","River Kapili At Kheroni Ghat Near Bridge, West Karbi
Anglong , Kheroni","ASSAM","19","29","5.2","9.5","6.9","7.6","92","148","1.9","2.6","0.80","1.00","620","930","1100","2000","210","290"
"5604","River Ego (Simen) Near Simenchapori Bridge,Dhemaji","ASSAM","20","28","6.6","10.0","6.9","8.2","118","174","1.8","2.5","0.60","1.00","600","1100","1100","2100","210","290"
"5605","River Disang At Nangalmara Ghat","ASSAM","18","30","5.8","7.8","7.2","7.8","108","166","1.8","2.5","0.80","1.40","360","910","730","2100","130","340"
"5606","River Dikhow At Simaluguri","ASSAM","17","33","6.0","7.7","6.8","7.6","122","188","1.8","2.4","0.80","1.10","700","1100","1100","2100","260","420"
"5607","River TIHU At D/S Of Industrial AreaÂ Â Near
Helochapara Shiva Temple","ASSAM","18","31","6.0","10.3","7.0","7.9","120","212","2.0","2.6","0.60","1.20","910","1500","2000","2600","290","460"
"5608","River Kulsi At Kukurmara","ASSAM","17","32","6.0","10.4","6.8","7.6","84","140","2.0","2.5","0.80","1.40","620","930","1300","2000","210","290"
"5609","River Tunia At New Bongaigaon Railway Station","ASSAM","21","32","5.1","5.3","7.0","7.6","122","160","2.3","2.7","0.60","1.20","730","1100","1500","2800","240","290"
"5611","River Mornoi At Mornoi Ghat","ASSAM","18","32","5.2","9.4","7.0","7.8","80","138","2.0","2.5","0.60","1.20","360","730","910","1500","150","240"
"5613","River Doomdooma At D/S Of Doomdooma Town At
Hansara","ASSAM","20","32","5.5","9.4","7.0","7.4","106","150","2.0","2.8","0.70","1.60","360","930","910","1900","120","290"
"5614","River Bega At D/S Of Mangaldoi Town","ASSAM","18","32","1.8","8.7","7.0","7.6","124","174","3.0","3.3","0.70","1.20","620","1100","1600","2400","240","290"
"5615","River Ghogra Near Iti, Srikona Main Block","ASSAM","16","22","5.9","6.3","7.2","7.3","103","142","2.1","2.4","0.80","1.00","360","730","910","1600","120","240"
"5616","River Tunia at NH near BGR","ASSAM","20","32","5.0","5.3","7.0","7.8","126","160","2.1","2.8","0.70","1.20","360","1100","910","2100","120","290"
"3417","RIVER MANU AT MANUGHAT, CONFL POINT OF
CHAWMANU CHARRA & MANU RIVER, DHALAI","TRIPURA","24","31","5.5","6.2","6.9","7.7","119","174","1.2","1.8","0.80","1.30","38","58","110","240","",""
"3418","RIVER MANU AT KAILASHAHAR D/S, NORTH TRIPURA","TRIPURA","24","31","5.3","5.9","7.0","7.7","124","169","1.1","1.8","0.80","1.10","38","58","110","240","",""
"3419","RIVER MANU AT KUMARGHAT, NORTH TRIPURA","TRIPURA","24","31","5.4","5.9","7.0","7.6","120","175","1.2","1.6","0.70","1.10","39","58","110","220","",""
"1947","RIVER TEESTA AT SEVOKE, SILIGURI, DARJEELING","WEST BENGAL","13","27","7.2","8.5","6.5","7.9","51","168","1.0","3.2","0.30","1.42","800","11000","1100","30000","24","280"
"4723","RIVER TEESTA AT JALPESH","WEST BENGAL","21","30","6.4","8.3","6.5","7.9","66","143","1.0","2.4","0.30","1.08","1400","24000","5000","50000","70","240"
"2523","RIVER KAROLA, D/S OF JALPAIGURI, NEAR MIN
BHAWAN, JALPAIGURI","WEST BENGAL","22","31","3.4","8.7","6.4","7.8","86","230","1.1","2.8","0.30","1.60","2200","23000","8000","50000","46","540"
"4728","RIVER RAIDAK AT ALIPURDUAR","WEST BENGAL","16","30","6.9","8.7","7.0","7.9","117","200","1.1","2.6","0.30","1.13","1300","7000","9000","14000","23","70"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5603","River Daloo At Daloo, Cachar","ASSAM","20","24","5.0","6.1","7.0","7.3","112","136","2.2","2.6","0.60","1.20","600","910","1200","2000","210","290"
"3710","RIVER, SERLUI STREAM, REIEK KAI,
NEAR PHE WATER TREATMENT PLANT, AIZAWL","MIZORAM","16","22","4.3","9.9","7.4","9.2","35","518","1.0","1.7","2.08","18.48","","","","","",""
"3711","VAIPUANPHO STREAM, AILAWNG, MAMIT DIST.","MIZORAM","15","21","5.0","8.0","6.8","8.0","83","153","1.0","1.3","0.72","5.55","","","","","",""
"3713","SAKHISIH STREAM,
MISSION VENGTHLANG, AIZAWL","MIZORAM","15","20","5.3","8.0","6.0","7.0","310","547","1.0","1.4","17.72","38.18","","","","","",""
"3716","DAMDIAI STREAM, AIRFIELD,
NEAR TUIRIAL WASTE MANAGEMENT CENTRE,
AIZAWL DIST","MIZORAM","16","22","4.0","6.6","6.8","8.8","60","288","1.0","1.5","0.80","42.77","2","2","2","2","2","2"
"3718","CHITE STREAM, ARMED VENG,
NEAR MINI SPORTS COMPLEX, AIZAWL","MIZORAM","18","22","1.8","6.5","6.7","8.6","351","1009","1.1","28.0","4.07","31.94","110","920","1600","1600","94","1600"
"3719","TUIRINI RIVER, SELING, SAITUAL DIST","MIZORAM","14","22","7.4","8.9","6.7","8.6","72","189","1.0","1.4","0.52","5.66","","","","","",""
"3720","TUIVAWL RIVER, KEIFANG VILLAGE, NEAR TUIVAWL
BRIDGE,SAITUAL DIST","MIZORAM","14","22","7.4","8.9","6.6","8.7","73","188","1.1","1.5","0.32","5.26","","","","","",""
"3721","LAWIBUAL STREAM,
I.T.I VENG, AIZAWL","MIZORAM","16","20","3.5","6.0","6.5","8.3","217","867","1.0","17.0","3.71","30.69","24","920","1600","1600","350","1600"
"3724","CHALLUI STREAM, LENGPUI, AIZAWL DIST","MIZORAM","15","19","5.2","8.9","6.5","8.4","71","198","1.0","1.6","0.32","7.74","","","","","",""
"5718","River Dialdawk (Perennial Stream) at/near Lengpui
Village,Aizawl District,","MIZORAM","16","20","5.1","8.9","7.4","8.5","54","344","1.0","1.5","0.32","9.66","2","2","2","2","2","2"
"5723","KurungLuiÂ (Perennial stream) at Sairang Village, before
confuencing with River Tlawng, Aizawl District, Mizoram","MIZORAM","16","21","5.7","9.0","7.0","8.6","75","417","1.0","1.9","1.82","14.69","","","","","",""
"5730","Lau Lui (Perennial stream) at Thenzawl Village, before
confluencing with River Tlawng, Serchhip District,
Mizoram","MIZORAM","14","26","4.3","6.8","6.1","7.5","25","132","1.0","1.5","1.06","14.66","","","","","",""
"5733","River Tuichawng at Tuichawng Village area, before
confluencing with River KhawthlangTuipui, Lunglei
District, Mizoram","MIZORAM","11","29","5.5","8.1","6.9","8.2","34","114","1.0","1.5","0.52","3.22","","","","","",""
"5734","TuidaiStream(Perennial stream) Near Mamit Town,
before confluencing with Tlawng river, Mamit District,
Mizoram","MIZORAM","16","21","7.3","8.4","6.7","8.4","32","227","1.0","1.5","0.32","4.48","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5735","River Dampui (Perennial stream) at Dampui village,
before confuencing with River Tlawng, Mamit District,
Mizoram","MIZORAM","13","21","6.8","8.1","6.9","8.4","53","210","1.0","1.4","0.44","23.06","","","","","",""
"5738","BawraiStream(Perennial stream) at Bawrai Village,
before confluence with River Tlawng, Mamit District,
Mizoram","MIZORAM","18","23","7.6","8.4","5.9","7.7","39","214","1.0","1.3","1.05","7.18","","","","","",""
"5745","Chemlui (Perennial Stream) at Chemphai, Near PHE
Pump House, Bilkhawthlir Village, before confluence
with River Serlui,Kolasib District, Mizoram","MIZORAM","13","20","6.3","10.0","6.3","7.6","43","456","1.0","1.3","2.61","11.96","","","","","",""
"5746","ChiteLui (Perennial Stream) at Vairengte Village, B/C
with River Serlui,Kolasib District, Mizoram","MIZORAM","18","30","6.0","8.8","6.5","8.3","68","162","1.0","1.5","0.32","6.01","","","","","",""
"5747","Chhimluang (Perennial stream) at Meidum Village
before confluencing with River Tlawng, Kolasib District,
Mizoram","MIZORAM","17","33","6.9","8.6","6.9","8.0","96","201","1.0","1.3","0.57","6.68","","","","","",""
"5749","PhaipuiLui (Perennial stream) at Saitual Town, before
confluencing with RiverTuivawl, Saitual District,
Mizoram","MIZORAM","12","29","7.9","10.6","6.8","8.2","54","84","1.0","1.5","0.82","9.33","","","","","",""
"3735","MAT RIVER, DAWN VILLAGE, NEAR MAT
BRIDGE,LUNGLEI DIST.","MIZORAM","13","23","6.3","7.7","6.0","7.5","60","225","1.0","1.4","0.81","26.67","","","","","",""
"3740","SAIKAH STREAM, LAWNGTLAI","MIZORAM","16","23","5.0","8.7","6.0","7.5","35","346","1.0","1.5","0.50","28.27","","","","","",""
"3744","CHHIMTUIPUI RIVER, KAWLCHAW, NEAR CHHIMTUPUI
BRIDGE, SAIHA DIST.","MIZORAM","17","25","6.0","8.5","6.6","8.3","47","197","1.0","1.5","0.63","9.44","","","","","",""
"3746","TUIKUM RIVER,
NEAR PHE WATER TREATMENT PLANT, SERCHHIP","MIZORAM","14","20","5.7","8.5","6.6","7.4","55","267","1.0","1.5","0.32","14.72","","","","","",""
"3747","SESAH STREAM, DINTHAR, SERCHHIP","MIZORAM","12","20","6.4","8.5","6.5","7.3","56","270","1.0","1.5","0.32","3.72","","","","","",""
"3749","RIVER PHE RESERVIOR (LAHMUN RIVER), MIZO VENG,
MAMIT","MIZORAM","18","22","6.9","8.1","6.5","8.3","48","269","1.0","1.4","0.83","5.42","","","","","",""
"3750","RIVER TEIREI BAWNGVA, MAMIT DIST.","MIZORAM","19","23","7.8","8.8","6.8","8.5","46","272","1.0","1.4","0.32","14.54","","","","","",""
"3751","RIVER TUT DAPCHHUAH, MAMIT DIST.","MIZORAM","17","22","7.9","9.0","7.0","8.2","121","218","1.0","1.3","0.42","6.95","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3752","RIVER TUICHHUAHEN STREAM,
NEAR PHE WATER TREATMENT PLANT, KOLASIB","MIZORAM","13","21","6.5","8.3","6.3","7.6","30","476","1.0","1.4","1.76","11.75","","","","","",""
"3756","RIVER TIAU, ZOKHAWTHAR,
NEAR TIAU BRIDGE,CHAMPHAI DIST.","MIZORAM","17","19","5.0","10.8","6.7","8.4","120","232","1.0","1.0","0.38","16.99","","","","","",""
"3757","RIVER TUIPUI
NEAR PHE WATER TREATMENT PLANT, CHAMPHAI DIST.","MIZORAM","15","19","5.0","10.2","6.1","8.0","48","114","1.0","1.0","0.32","4.75","","","","","",""
"5725","River Mat, nearÂ Serchhip Town (Lower stream of
Serchhip), before confluencing with River Kolodyne,
Serchhip District, Mizoram","MIZORAM","17","26","5.0","8.4","6.5","7.8","56","126","1.0","1.4","0.32","13.44","","","","","",""
"5727","Hmawngawn Lui (Perennial Stream), before confuencing
with River Mat, Hmarveng, Serchhip Town, Serchhip
District, Mizoram","MIZORAM","13","20","6.2","8.5","6.7","7.8","58","304","1.0","1.3","0.32","37.55","","","","","",""
"5752","DamdiaiChhuahLui (Perrenial Stream)at Damdiai
chhuah, before confuencing withRiver Tuichang,
Khawzawl District, Mizoram","MIZORAM","14","25","5.9","9.0","7.0","8.2","54","164","1.0","1.4","0.90","4.42","","","","","",""
"5753","ChangelLui (Perennial stream) at Chawngtlai Ram,
before confluencing with RiverTuichang, Khawzawl
District, Mizoram","MIZORAM","15","22","7.0","8.4","6.6","8.7","23","91","1.0","1.4","0.32","64.02","","","","","",""
"5754","TuimukRiver(Perennial stream) at/ near Khawzawl
Town, before confluencing with River Tuipui, Khawzawl
District, Mizoram","MIZORAM","14","24","6.3","9.0","6.6","8.0","42","128","1.0","1.4","0.32","2.06","","","","","",""
"5755","PhaisenLui(Perennial stream ) at/ near Khawzawl Town,
before confluencing withÂ RiverTuichang, Khawzawl
District, Mizoram Khawzawl","MIZORAM","15","26","6.3","9.2","6.8","7.9","44","173","1.1","1.4","0.65","4.24","","","","","",""
"5758","Tuichang River At Pang Darchhuah Ram,Â Hnahthial
Town area, before confluencing with River Kolodyne,
Hnahthial District, Mizoram","MIZORAM","14","27","7.2","9.9","7.2","8.3","57","138","1.0","1.5","0.51","2.40","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"5759","River Tuichang near Hnahthial Town, before
confluencing with River Kolodyne,Hnahthial District,
Mizroam","MIZORAM","17","28","7.3","9.3","7.2","8.1","55","151","1.0","1.5","0.32","10.50","","","","","",""
"5760","DilluiTui (Perennial stream) at Darzo Village, before
confluencingwith River Mat, Hnahthial District, Mizoram","MIZORAM","16","24","6.8","9.6","6.8","8.2","47","134","1.0","1.4","0.32","9.30","","","","","",""
"5761","Tuitlawk River(Perennial stream) near SaihaTown,
before confluencing with River Kolodyne, Siaha District,
Mizoram","MIZORAM","12","25","5.0","8.9","6.3","8.0","47","195","1.0","1.3","0.32","2.19","","","","","",""
"5739","Fallui (Perennial Stream) at Boundary
betweenÂ Champhai Town and Neihdawn Village,
before confluening with River Tuipui,Champhai District,
Mizoram","MIZORAM","15","19","4.7","10.9","6.2","8.0","76","140","1.0","1.5","0.32","7.71","","","","","",""
"5500","RIVER LEIMAKHONG NEAR KANTO AWANG LEIKAI","MANIPUR","18","30","7.2","7.3","7.1","7.2","200","280","3.3","3.4","","","35","65","70","110","",""
"5502","RIVER KONGBA AT IRONG","MANIPUR","20","31","7.1","7.3","7.1","7.2","180","250","3.3","3.6","","","90","145","225","290","",""
"5503","RIVER KONGBA AT IRANPHAM","MANIPUR","21","31","7.0","7.2","6.9","7.3","188","320","3.4","3.6","","","100","285","350","440","",""
"4112","RIVER GANOL AT GAROBADHA","MEGHALAYA","16","24","6.7","8.3","6.8","7.4","70","97","1.3","2.1","0.32","0.58","6","210","280","1200","2","49"
"4114","RIVER CHITE STREAM, NEAR SIPMIU'S STP,
BETHLEHEM VENGTHLANG, AIZAWL","MIZORAM","18","27","2.0","5.5","6.8","8.6","374","983","1.0","26.0","1.33","30.72","2","1600","1600","1600","170","1600"
"4115","RIVER TUIKUAL STREAM, U/S,
MIZORAM NEW CAPITAL COMPLEX , DINTHAR, AIZAWL","MIZORAM","16","21","0.3","7.0","6.7","8.5","340","1061","1.0","30.0","0.32","25.32","41","1600","1600","1600","170","1600"
"4119","RIVER SERLUI D/S, SERLUI 'B' HEPP DAM,
BILKHAWTHLIR, KOLASIB DIST.","MIZORAM","16","21","6.4","7.5","6.8","8.0","70","127","1.0","1.3","0.32","13.48","","","","","",""
"4120","RIVER TEIREI D/S
NR CONFLUENCE PT WITH TLAWNG RIVER, SAPMARA,
BAIRABI,KOLASIB DIST.","MIZORAM","15","29","5.4","8.9","6.8","8.0","77","205","1.0","1.6","0.45","12.82","","","","","",""
"4122","RIVER KHAWTHLANGTUIPUI ,TLABUNG, LUNGLEI DIST.","MIZORAM","19","22","7.9","9.0","7.0","7.4","98","167","1.0","1.4","0.57","2.27","","","","","",""
"4123","RIVER, TUIPUI D DARZOKAI, HNAHTHIAL DIST.","MIZORAM","14","27","7.0","9.4","6.7","8.1","69","236","1.0","1.5","0.32","11.44","","","","","",""
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"4125","RIVER TUIPUI U/S,
NR CONFLUENCE PT KEILUNGLIAH STREAM, VENGTHAR,
CHAMPHAI","MIZORAM","17","19","5.0","10.7","6.3","7.5","25","217","1.0","1.0","1.79","9.70","","","","","",""
"4130","RIVER NGENGPUI STREAM,
NR KALADAN MULTI MODAL RD, LAWNGTLAI DIST.","MIZORAM","17","22","5.1","7.5","6.1","8.0","56","215","1.0","1.3","0.32","7.26","","","","","",""
"4132","RIVER VANTAWNG WATER FALL, THENZAWL, SERCHHIP
DIST.","MIZORAM","12","24","5.1","6.7","6.3","7.8","23","102","1.0","1.4","0.32","5.69","","","","","",""
"3372","RIVER RILANG AT MAWKYRWAT,","MEGHALAYA","14","21","7.0","8.7","6.7","7.1","38","54","1.0","1.7","0.32","0.42","2","21","21","120","2","4"
"4110","RIVER NONGAL AT NANGALBIBRA","MEGHALAYA","14","24","7.1","7.9","4.1","4.6","112","154","1.0","1.8","0.32","0.32","2","5","2","330","2","4"
"4111","RIVER SIMSANG AT NANGALBIBRA BRIDGE","MEGHALAYA","17","24","7.0","8.0","6.8","7.2","54","63","1.0","2.0","0.32","0.42","4","45","170","630","2","44"
"4304","RIVER SDERKARIAH AT SOHRA (CHERRAPUNJEE)","MEGHALAYA","14","20","6.4","8.6","4.3","5.0","70","110","1.0","1.6","0.32","0.36","2","2","10","49","2","2"
"4305","RIVER LAITRYNGEW AT LAITRYNGEW","MEGHALAYA","14","20","6.6","8.4","4.1","5.0","46","115","1.0","1.7","0.32","0.56","2","2","17","70","2","2"
"4306","RIVER WAHKHLEK KHLEK AT SAITSOHPEN","MEGHALAYA","14","20","6.9","8.6","4.9","7.3","79","115","1.0","1.8","0.32","1.12","2","12","27","110","2","4"
"4307","RIVER WAHREW AT MAJAI","MEGHALAYA","15","20","7.4","8.7","6.8","7.4","40","60","1.0","1.3","0.32","5.35","2","4","5","84","2","2"
"4308","RIVER UMNGI AT JAKREM","MEGHALAYA","14","18","6.9","8.6","6.8","7.2","43","52","1.0","1.4","0.32","0.48","2","6","10","79","2","4"
"4309","RIVER UMNGI AT UMPUNG","MEGHALAYA","15","20","7.2","8.4","6.9","7.4","36","59","1.0","1.6","0.32","0.44","2","21","21","170","2","8"
"4310","RIVER RWIANG AT RWIANG","MEGHALAYA","15","20","7.0","8.6","6.7","7.3","34","55","1.3","1.8","0.32","0.36","2","21","2","140","2","6"
"4311","RIVER KALIPAI AT RYMBAI","MEGHALAYA","16","20","6.8","8.0","2.7","3.0","474","824","1.0","1.5","0.32","0.32","2","2","2","2","2","2"
"4312","RIVER KMAI UM AT RYMBAI","MEGHALAYA","15","20","6.6","7.8","2.5","3.0","800","1427","1.0","2.1","0.32","0.32","2","2","2","2","2","2"
"4315","RIVER LUKHA AT KHADDUM","MEGHALAYA","14","22","7.0","8.7","6.4","7.5","264","396","1.1","1.8","0.32","5.32","2","6","43","140","2","2"
"4317","RIVER LAMU AT LESHKA","MEGHALAYA","14","20","6.7","7.8","6.7","7.3","45","66","1.0","1.4","0.32","0.43","4","36","79","150","2","4"
"4318","RIVER LYNRIANG AT LESHKA POWER HOUSE","MEGHALAYA","14","20","6.8","8.7","2.8","3.9","500","1036","1.0","1.6","0.32","0.46","2","12","2","120","2","2"
"3367","RIVER NONBAH AT NANGSTOIN MARKET","MEGHALAYA","16","19","6.3","7.6","6.7","7.1","27","81","1.7","7.4","0.32","0.55","2","1200","460","4900","210","3300"
"3368","RIVER NONBAH AT PHOTSOHSAT","MEGHALAYA","17","19","6.7","8.3","6.7","7.3","23","73","1.2","2.1","0.32","0.59","20","38","280","840","4","12"
"3369","RIVER KYNSHI AT SOHIONG","MEGHALAYA","14","18","6.9","8.6","6.7","7.1","21","46","1.0","1.6","0.32","0.54","4","21","110","350","2","6"
"3370","RIVER KYNSHI AT NANGKHNUM","MEGHALAYA","16","19","7.1","8.8","6.8","7.3","27","50","1.0","1.2","0.32","0.54","2","4","23","70","2","2"
"3371","RIVER KYNSHI AT RANIKOR","MEGHALAYA","15","22","6.9","8.2","6.4","6.6","42","78","1.0","1.3","0.34","0.56","2","6","21","140","2","2"
"3373","RIVER WAH BLEI AT RIANGDO,","MEGHALAYA","15","19","6.9","8.5","6.8","7.2","25","50","1.0","1.7","0.32","0.43","2","23","150","230","2","6"
"Station
Code","Name of the monitoring Location","State","Temperature
(°C)","Dissolved
Oxygen
(mg/L)","pH","Conductivity
(µmho/cm)","BOD (mg/L)","NitrateN +
NitriteN(mg/L)","Fecal Coliform
(MPN/100ml)","Total Coliform
(MPN/100ml)","Fecal Streptococci
(MPN/100ml)"
"Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max","Min","Max"
"","","","","> 5.0 mg/ L","6.5 - 8.5","","< 3.0 mg/ L","","< 2500 MPN/ 100 Ml","","< 500 MPN/ 100 Ml"
"3374","RIVER WAH BLEI AT SDAD DKHAR,","MEGHALAYA","14","20","7.2","8.0","6.5","6.7","86","116","1.3","1.8","0.32","0.32","11","27","120","220","2","6"
"3375","RIVER LUNAR AT MYNDIHATI (TRIBUTARY OF LUKHA)","MEGHALAYA","13","20","6.2","7.7","2.8","3.4","866","1302","1.6","2.6","0.32","0.42","2","2","2","2","2","2"
"3376","RIVER LUKHA AT SONAPUR","MEGHALAYA","15","20","7.0","8.2","6.9","7.4","220","798","1.2","1.9","0.32","0.70","2","8","21","170","2","4"
"1428","RIVER KYRHUHKHLA KHLIEHRIAT","MEGHALAYA","14","20","5.8","7.4","3.0","3.7","168","416","1.4","2.6","0.32","0.49","2","2","2","2","2","2"
"1633","RIVER SIMSANG WILLIAMNAGAR","MEGHALAYA","15","24","6.9","7.6","6.8","7.5","54","77","1.2","2.3","0.32","0.44","18","70","54","630","2","27"
"3357","RIVER UMNGOT AT SMIT,","MEGHALAYA","10","19","6.8","8.0","6.8","7.1","23","59","1.0","1.8","0.32","0.95","13","33","43","540","4","12"
"3358","RIVER UMNGOT AT DAWKI","MEGHALAYA","15","21","7.4","8.6","6.8","7.2","38","60","1.0","1.0","0.32","0.54","2","11","12","43","2","2"
